thread_id,sample_idx,mode,n,scale,kl,chi,df,p_value,nonzero_bins
0,1,byte_hist,131072,1.2,0.0009255123524138443,291.14101213340973,255,0.9405765408934444,256
0,1,byte_hist,131072,1.2,0.0009249780754265873,290.9729431255528,255,0.939766432605446,256
0,1,byte_hist,131072,1.2,0.0008573242004222723,269.69087423459536,255,0.747876068912923,256
0,1,byte_hist,131072,1.2,0.0009342310662521821,293.88368235793445,255,0.9525892263855221,256
0,1,byte_hist,131072,1.2,0.0009476423299764819,298.1025011392258,255,0.967094053124563,256
0,1,byte_hist,131072,1.2,0.0010052166142796612,316.213804960473,255,0.9945944082380621,256
0,1,byte_hist,131072,1.2,0.0010574846441158588,332.6559054565292,255,0.9992332207428479,256
0,1,byte_hist,131072,1.2,0.0010469974785377088,329.35692841654696,255,0.9988414484284446,256
0,1,byte_hist,131072,1.2,0.0009823055224066164,309.00659863891207,255,0.9883922278545012,256
0,1,byte_hist,131072,1.2,0.0010549663252554025,331.8637108413027,255,0.9991527449156148,256
0,1,byte_hist,131072,1.2,0.0009285374080194608,292.09261234542424,255,0.9449979341795255,256
0,1,byte_hist,131072,1.2,0.0009625533836911793,302.7931130572086,255,0.9786172807173975,256
0,1,byte_hist,131072,1.2,0.0009055527252368577,284.86225632538896,255,0.9037494487357898,256
0,1,byte_hist,131072,1.2,0.0009350037244592197,294.12673961356523,255,0.9535491962514434,256
0,1,byte_hist,131072,1.2,0.0009451537356957728,297.3196570682792,255,0.9647297435556365,256
0,1,byte_hist,131072,1.2,0.000982174807622257,308.9654793231947,255,0.9883434864229336,256
0,1,byte_hist,131072,1.2,0.000953288817626152,299.87873256934796,255,0.9719637815644813,256
0,1,byte_hist,131072,1.2,0.0010381034231589001,326.55910051268006,255,0.9983676806133713,256
0,1,byte_hist,131072,1.2,0.0011148971913220787,350.716331186322,255,0.9998439634064432,256
0,1,byte_hist,131072,1.2,0.0010285995894193584,323.56945292249793,255,0.9976655382263713,256
0,1,byte_hist,131072,1.2,0.0010084030164733135,317.21616042045633,255,0.995161961888453,256
0,1,byte_hist,131072,1.2,0.0009685011826393087,304.66412882615873,255,0.982125590091521,256
0,1,byte_hist,131072,1.2,0.000849965685412443,267.37608556411135,255,0.7152567059823184,256
0,1,byte_hist,131072,1.2,0.0010076090978190495,316.9664152064123,255,0.9950258641550096,256
0,1,byte_hist,131072,1.2,0.0008931382013885329,280.95698479775467,255,0.873240119423281,256
0,1,byte_hist,131072,1.2,0.000978172933356135,307.70659853005276,255,0.9867604796930367,256
0,1,byte_hist,131072,1.2,0.0009384338416869179,295.2057611942105,255,0.9576182308199889,256
0,1,byte_hist,131072,1.2,0.0009765323365394765,307.19051139576544,255,0.9860583487767322,256
0,1,byte_hist,131072,1.2,0.0009354354281699442,294.26254185861825,255,0.954078500100898,256
